Candidate_Name,Candidate_Skills,Candidate_Exp_Level,Rank,Job_Title,Company,Location,Required_Skills,Job_Exp_Level,Salary,Industry,Skill_Similarity,Final_Score
Julie Shaw,"rest api, git, c++, kubernetes, oop",Mid Level,3,Prison officer,"Murphy, Soto and White",Bangalore,c++,Mid Level,104000.0,Software,0.2858,0.258
Meagan Orozco,"python, c++, git, spring boot, microservices",Entry Level,1,Pharmacologist,Molina-Clark,San Francisco,"c++, python",Entry Level,43000.0,Software,0.3977,0.353
Meagan Orozco,"python, c++, git, spring boot, microservices",Entry Level,2,Forest/woodland manager,Delgado-Chandler,Bangalore,"python, c++",Entry Level,86000.0,Software,0.3977,0.353
Meagan Orozco,"python, c++, git, spring boot, microservices",Entry Level,3,"Engineer, aeronautical",Hall and Sons,London,"python, c++",Entry Level,56000.0,Software,0.3977,0.353
Melissa Bryant,"oop, kubernetes, java, docker, c++",Entry Level,1,"Pilot, airline","Stanley, Hernandez and Hamilton",London,"java, c++",Entry Level,125000.0,Software,0.4397,0.3887
Melissa Bryant,"oop, kubernetes, java, docker, c++",Entry Level,2,Fisheries officer,Graham-Harris,San Francisco,"c++, java",Entry Level,135000.0,Software,0.4397,0.3887
Melissa Bryant,"oop, kubernetes, java, docker, c++",Entry Level,3,Art therapist,Hanson Ltd,New York,"c++, java",Entry Level,46000.0,Software,0.4397,0.3887
Michael Harrell,"java, microservices, kubernetes, rest api, c++",Senior Level,1,Metallurgist,Schneider and Sons,New York,"c++, java",Senior Level,122000.0,Software,0.4392,0.3883
Michael Harrell,"java, microservices, kubernetes, rest api, c++",Senior Level,2,Child psychotherapist,Woods-Oconnor,Berlin,"java, c++",Senior Level,138000.0,Software,0.4392,0.3883
Michael Harrell,"java, microservices, kubernetes, rest api, c++",Senior Level,3,Marine scientist,"Foley, Norton and Garcia",Toronto,"java, c++",Senior Level,78000.0,Software,0.4392,0.3883
James Payne,"oop, docker, spring boot, kubernetes, python",Mid Level,1,"Psychologist, counselling",Williams Group,Sydney,python,Mid Level,143000.0,Finance,0.2285,0.2092
James Payne,"oop, docker, spring boot, kubernetes, python",Mid Level,2,Field seismologist,Morris-Griffin,New York,python,Mid Level,99000.0,Finance,0.2285,0.2092
James Payne,"oop, docker, spring boot, kubernetes, python",Mid Level,3,Risk manager,Murphy-Reynolds,Bangalore,python,Mid Level,55000.0,Finance,0.2285,0.2092
Todd Harper,"java, python, kubernetes, spring boot, oop",Mid Level,1,"Scientist, research (physical sciences)",Turner-Choi,Toronto,"java, python",Mid Level,99000.0,Software,0.4017,0.3565
Todd Harper,"java, python, kubernetes, spring boot, oop",Mid Level,2,"Engineer, biomedical",Lewis-Schmidt,Toronto,"python, java",Mid Level,103000.0,Software,0.4017,0.3565
Todd Harper,"java, python, kubernetes, spring boot, oop",Mid Level,3,"Scientist, research (physical sciences)","Chaney, George and Mitchell",London,"java, python",Mid Level,70000.0,Software,0.4017,0.3565
Robert Barton,"git, spring boot, java, kubernetes, python",Mid Level,1,"Scientist, research (physical sciences)",Turner-Choi,Toronto,"java, python",Mid Level,99000.0,Software,0.3985,0.3537
Robert Barton,"git, spring boot, java, kubernetes, python",Mid Level,2,"Engineer, biomedical",Lewis-Schmidt,Toronto,"python, java",Mid Level,103000.0,Software,0.3985,0.3537
Robert Barton,"git, spring boot, java, kubernetes, python",Mid Level,3,"Scientist, research (physical sciences)","Chaney, George and Mitchell",London,"java, python",Mid Level,70000.0,Software,0.3985,0.3537
John Stanley,"oop, java, docker, c++, git",Entry Level,1,"Pilot, airline","Stanley, Hernandez and Hamilton",London,"java, c++",Entry Level,125000.0,Software,0.4378,0.3871
John Stanley,"oop, java, docker, c++, git",Entry Level,2,Fisheries officer,Graham-Harris,San Francisco,"c++, java",Entry Level,135000.0,Software,0.4378,0.3871
John Stanley,"oop, java, docker, c++, git",Entry Level,3,Art therapist,Hanson Ltd,New York,"c++, java",Entry Level,46000.0,Software,0.4378,0.3871
Shawna Herrera,"spring boo, kubernetes, git, c++, python",Mid Level,1,"Surveyor, rural practice",Robinson and Sons,New York,"c++, python",Mid Level,101000.0,Software,0.3376,0.302
Shawna Herrera,"spring boo, kubernetes, git, c++, python",Mid Level,2,"Scientist, audiological",Sanchez-Parker,New York,"python, c++",Mid Level,110000.0,Software,0.3376,0.302
Shawna Herrera,"spring boo, kubernetes, git, c++, python",Mid Level,3,Clothing/textile technologist,Allen-Rodriguez,San Francisco,"c++, python",Mid Level,57000.0,Software,0.3376,0.302
Brian Thompson,"spring boot, rest api, docker, git, c++",Entry Level,1,Archivist,Walton-Mcgrath,San Francisco,c++,Entry Level,83000.0,Software,0.2833,0.2558
Brian Thompson,"spring boot, rest api, docker, git, c++",Entry Level,2,Amenity horticulturist,Keller-Jones,San Francisco,c++,Entry Level,84000.0,Software,0.2833,0.2558
Brian Thompson,"spring boot, rest api, docker, git, c++",Entry Level,3,Consulting civil engineer,"Brown, Jones and Brown",Berlin,c++,Entry Level,133000.0,Software,0.2833,0.2558
Andrew Cooper,"git, spring boot, rest api, microservices, kubernetes",Entry Level,1,"Psychotherapist, dance movement",Barker Group,Sydney,"nursing, medical research, pharmaceuticals",Entry Level,112000.0,Healthcare,0.0,0.015
Andrew Cooper,"git, spring boot, rest api, microservices, kubernetes",Entry Level,2,Academic librarian,Clark Ltd,London,pharmaceuticals,Entry Level,104000.0,Healthcare,0.0,0.015
Andrew Cooper,"git, spring boot, rest api, microservices, kubernetes",Entry Level,3,Quantity surveyor,Dean-Delacruz,Sydney,"java, python",Entry Level,123000.0,Software,0.0,0.015
Ruth Lyons,"docker, c++, java, python, oop",Senior Level,1,Dietitian,Walsh Inc,Sydney,"java, python, c++",Senior Level,82000.0,Software,0.5665,0.4965
Ruth Lyons,"docker, c++, java, python, oop",Senior Level,2,Insurance claims handler,Rice LLC,Toronto,"java, c++, python",Senior Level,55000.0,Software,0.5665,0.4965
Ruth Lyons,"docker, c++, java, python, oop",Senior Level,3,"Therapist, speech and language",Perez-Bullock,Bangalore,"python, c++, java",Senior Level,130000.0,Software,0.5665,0.4965
Blake Hobbs,"spring boot, kubernetes, c++, python, java",Entry Level,1,Marine scientist,Arnold-Hernandez,Berlin,"python, java, c++",Entry Level,148000.0,Software,0.5605,0.4915
Blake Hobbs,"spring boot, kubernetes, c++, python, java",Entry Level,2,Environmental health practitioner,Carter and Sons,New York,"python, java, c++",Entry Level,75000.0,Software,0.5605,0.4915
Blake Hobbs,"spring boot, kubernetes, c++, python, java",Entry Level,3,Petroleum engineer,"Santos, Hanson and Cross",Toronto,"c++, java, python",Entry Level,40000.0,Software,0.5605,0.4915
Barbara Gross,"microservices, java, git, docker, c++",Mid Level,1,Database administrator,"Allen, Owens and Brown",Toronto,"c++, java",Mid Level,130000.0,Software,0.4364,0.3859
Barbara Gross,"microservices, java, git, docker, c++",Mid Level,2,Tax inspector,Lee Inc,Berlin,"c++, java",Mid Level,145000.0,Software,0.4364,0.3859
Barbara Gross,"microservices, java, git, docker, c++",Mid Level,3,Airline pilot,Crane-Anderson,Berlin,"java, c++",Mid Level,100000.0,Software,0.4364,0.3859
Andrew Perez,"docker, oop, spring boot, git, rest api",Entry Level,1,"Psychotherapist, dance movement",Barker Group,Sydney,"nursing, medical research, pharmaceuticals",Entry Level,112000.0,Healthcare,0.0,0.015
Andrew Perez,"docker, oop, spring boot, git, rest api",Entry Level,2,Academic librarian,Clark Ltd,London,pharmaceuticals,Entry Level,104000.0,Healthcare,0.0,0.015
Andrew Perez,"docker, oop, spring boot, git, rest api",Entry Level,3,Quantity surveyor,Dean-Delacruz,Sydney,"java, python",Entry Level,123000.0,Software,0.0,0.015
Kenneth Grant,"c++, kubernetes, java, git, docker",Mid Level,1,Database administrator,"Allen, Owens and Brown",Toronto,"c++, java",Mid Level,130000.0,Software,0.4362,0.3858
Kenneth Grant,"c++, kubernetes, java, git, docker",Mid Level,2,Tax inspector,Lee Inc,Berlin,"c++, java",Mid Level,145000.0,Software,0.4362,0.3858
Kenneth Grant,"c++, kubernetes, java, git, docker",Mid Level,3,Airline pilot,Crane-Anderson,Berlin,"java, c++",Mid Level,100000.0,Software,0.4362,0.3858
Casey Garcia,"spring boot, microservices, docker, oop, c++",Mid Level,1,"Biochemist, clinical","Robinson, Santiago and Smith",Sydney,c++,Mid Level,69000.0,Software,0.285,0.2573
Casey Garcia,"spring boot, microservices, docker, oop, c++",Mid Level,2,Computer games developer,Mullins Group,San Francisco,c++,Mid Level,136000.0,Software,0.285,0.2573
Casey Garcia,"spring boot, microservices, docker, oop, c++",Mid Level,3,Prison officer,"Murphy, Soto and White",Bangalore,c++,Mid Level,104000.0,Software,0.285,0.2573
Stacy Smith,"java, c++, spring boot, oop, rest api",Mid Level,1,Database administrator,"Allen, Owens and Brown",Toronto,"c++, java",Mid Level,130000.0,Software,0.4381,0.3874
Stacy Smith,"java, c++, spring boot, oop, rest api",Mid Level,2,Tax inspector,Lee Inc,Berlin,"c++, java",Mid Level,145000.0,Software,0.4381,0.3874
Stacy Smith,"java, c++, spring boot, oop, rest api",Mid Level,3,Airline pilot,Crane-Anderson,Berlin,"java, c++",Mid Level,100000.0,Software,0.4381,0.3874
Elizabeth Riley,"git, microservices, docker, rest api, python",Entry Level,1,Chartered public finance accountant,Griffith-Rodriguez,New York,python,Entry Level,92000.0,Finance,0.2283,0.2091
Elizabeth Riley,"git, microservices, docker, rest api, python",Entry Level,2,"Designer, fashion/clothing",Matthews-Bradford,Toronto,python,Entry Level,68000.0,Software,0.2283,0.2091
Elizabeth Riley,"git, microservices, docker, rest api, python",Entry Level,3,Learning mentor,Adams-Le,Bangalore,python,Entry Level,125000.0,Software,0.2283,0.2091
Tina Anderson,"spring boot, pytho, docker, java, c++",Senior Level,1,Metallurgist,Schneider and Sons,New York,"c++, java",Senior Level,122000.0,Software,0.378,0.3363
Tina Anderson,"spring boot, pytho, docker, java, c++",Senior Level,2,Child psychotherapist,Woods-Oconnor,Berlin,"java, c++",Senior Level,138000.0,Software,0.378,0.3363
Tina Anderson,"spring boot, pytho, docker, java, c++",Senior Level,3,Marine scientist,"Foley, Norton and Garcia",Toronto,"java, c++",Senior Level,78000.0,Software,0.378,0.3363
Michael Chavez,"rest api, docker, spring boot, java, c++",Senior Level,1,Metallurgist,Schneider and Sons,New York,"c++, java",Senior Level,122000.0,Software,0.4361,0.3857
Michael Chavez,"rest api, docker, spring boot, java, c++",Senior Level,2,Child psychotherapist,Woods-Oconnor,Berlin,"java, c++",Senior Level,138000.0,Software,0.4361,0.3857
Michael Chavez,"rest api, docker, spring boot, java, c++",Senior Level,3,Marine scientist,"Foley, Norton and Garcia",Toronto,"java, c++",Senior Level,78000.0,Software,0.4361,0.3857
Amy Cox,"rest api, oop, microservices, python, c++",Entry Level,1,Garment/textile technologist,Green-Booker,Sydney,"c++, python",Entry Level,98000.0,Software,0.4039,0.3583
Amy Cox,"rest api, oop, microservices, python, c++",Entry Level,2,"Engineer, aeronautical",Hall and Sons,London,"python, c++",Entry Level,56000.0,Software,0.4039,0.3583
Amy Cox,"rest api, oop, microservices, python, c++",Entry Level,3,Senior tax professional/tax inspector,Fowler-Rogers,Bangalore,"python, c++",Entry Level,48000.0,Software,0.4039,0.3583
Christopher Smith,"microservices, docker, c++, git, kubernetes",Senior Level,1,Educational psychologist,"Terry, Duncan and Ramos",Bangalore,c++,Senior Level,109000.0,Software,0.2845,0.2568
Christopher Smith,"microservices, docker, c++, git, kubernetes",Senior Level,2,Chartered loss adjuster,Collins-Neal,London,c++,Senior Level,50000.0,Software,0.2845,0.2568
Christopher Smith,"microservices, docker, c++, git, kubernetes",Senior Level,3,"Scientist, research (life sciences)",Hunt-Simmons,Berlin,c++,Senior Level,115000.0,Software,0.2845,0.2568
Pamela Vargas,"kubernetes, git, microservices, c++, oop",Senior Level,1,Educational psychologist,"Terry, Duncan and Ramos",Bangalore,c++,Senior Level,109000.0,Software,0.2856,0.2578
Pamela Vargas,"kubernetes, git, microservices, c++, oop",Senior Level,2,Chartered loss adjuster,Collins-Neal,London,c++,Senior Level,50000.0,Software,0.2856,0.2578
Pamela Vargas,"kubernetes, git, microservices, c++, oop",Senior Level,3,"Scientist, research (life sciences)",Hunt-Simmons,Berlin,c++,Senior Level,115000.0,Software,0.2856,0.2578
Linda Stone,"docker, oop, rest api, spring boot, c++",Senior Level,1,Educational psychologist,"Terry, Duncan and Ramos",Bangalore,c++,Senior Level,109000.0,Software,0.2852,0.2575
Linda Stone,"docker, oop, rest api, spring boot, c++",Senior Level,2,Chartered loss adjuster,Collins-Neal,London,c++,Senior Level,50000.0,Software,0.2852,0.2575
Linda Stone,"docker, oop, rest api, spring boot, c++",Senior Level,3,"Scientist, research (life sciences)",Hunt-Simmons,Berlin,c++,Senior Level,115000.0,Software,0.2852,0.2575
John Hart,"c++, java, python, kubernetes, rest api",Mid Level,1,Adult nurse,Luna-Gray,New York,"c++, python, java",Mid Level,109000.0,Software,0.5655,0.4956
John Hart,"c++, java, python, kubernetes, rest api",Mid Level,2,Applications developer,Mckay-James,Bangalore,"python, java, c++",Mid Level,116000.0,Software,0.5655,0.4956
John Hart,"c++, java, python, kubernetes, rest api",Mid Level,3,"Scientist, forensic",Melton-Williams,Sydney,"python, java, c++",Mid Level,54000.0,Software,0.5655,0.4956
Gina Johnson,"kubernetes, java, docker, microservices, oop",Entry Level,1,Retail banker,Martin Group,London,java,Entry Level,110000.0,Software,0.2876,0.2595
Gina Johnson,"kubernetes, java, docker, microservices, oop",Entry Level,2,Private music teacher,Lawrence Group,Sydney,java,Entry Level,56000.0,Software,0.2876,0.2595
Gina Johnson,"kubernetes, java, docker, microservices, oop",Entry Level,3,"Psychologist, occupational","Dixon, Brooks and Serrano",San Francisco,java,Entry Level,51000.0,Software,0.2876,0.2595
Marisa Martinez,"rest api, docker, kubernetes, c++, oop",Entry Level,1,"Surveyor, commercial/residential",Johnson-Cooper,Berlin,c++,Entry Level,89000.0,Software,0.2866,0.2586
Marisa Martinez,"rest api, docker, kubernetes, c++, oop",Entry Level,2,"Engineer, civil (contracting)","Walker, Owens and Molina",Toronto,c++,Entry Level,107000.0,Software,0.2866,0.2586
Marisa Martinez,"rest api, docker, kubernetes, c++, oop",Entry Level,3,"Horticulturist, amenity","Black, Glenn and Ray",London,c++,Entry Level,134000.0,Software,0.2866,0.2586
David Estrada,"spring boot, python, c++, git, kubernetes",Entry Level,1,Pharmacologist,Molina-Clark,San Francisco,"c++, python",Entry Level,43000.0,Software,0.3975,0.3529
David Estrada,"spring boot, python, c++, git, kubernetes",Entry Level,2,Forest/woodland manager,Delgado-Chandler,Bangalore,"python, c++",Entry Level,86000.0,Software,0.3975,0.3529
David Estrada,"spring boot, python, c++, git, kubernetes",Entry Level,3,"Engineer, aeronautical",Hall and Sons,London,"python, c++",Entry Level,56000.0,Software,0.3975,0.3529
Diana Medina,"rest api, oop, java, python, kubernetes",Entry Level,1,"Surveyor, minerals",Horton-Morales,Berlin,"python, java",Entry Level,67000.0,Software,0.4047,0.359
Diana Medina,"rest api, oop, java, python, kubernetes",Entry Level,2,Quantity surveyor,Dean-Delacruz,Sydney,"java, python",Entry Level,123000.0,Software,0.4047,0.359
Diana Medina,"rest api, oop, java, python, kubernetes",Entry Level,3,"Surveyor, hydrographic","Nelson, Rice and Edwards",Bangalore,"python, java",Entry Level,140000.0,Software,0.4047,0.359
Jessica Ross,"oop, rest api, java, kubernetes, microservices",Entry Level,1,Retail banker,Martin Group,London,java,Entry Level,110000.0,Software,0.2882,0.26
Jessica Ross,"oop, rest api, java, kubernetes, microservices",Entry Level,2,Private music teacher,Lawrence Group,Sydney,java,Entry Level,56000.0,Software,0.2882,0.26
Jessica Ross,"oop, rest api, java, kubernetes, microservices",Entry Level,3,"Psychologist, occupational","Dixon, Brooks and Serrano",San Francisco,java,Entry Level,51000.0,Software,0.2882,0.26
Catherine Johnson,,Entry Level,1,"Psychotherapist, dance movement",Barker Group,Sydney,"nursing, medical research, pharmaceuticals",Entry Level,112000.0,Healthcare,0.0,0.015
Catherine Johnson,,Entry Level,2,Academic librarian,Clark Ltd,London,pharmaceuticals,Entry Level,104000.0,Healthcare,0.0,0.015
Catherine Johnson,,Entry Level,3,Quantity surveyor,Dean-Delacruz,Sydney,"java, python",Entry Level,123000.0,Software,0.0,0.015
Dakota Vaughn,"java, docker, oop, microservices, python",Mid Level,1,"Scientist, research (physical sciences)",Turner-Choi,Toronto,"java, python",Mid Level,99000.0,Software,0.4039,0.3583
Dakota Vaughn,"java, docker, oop, microservices, python",Mid Level,2,"Engineer, biomedical",Lewis-Schmidt,Toronto,"python, java",Mid Level,103000.0,Software,0.4039,0.3583
Dakota Vaughn,"java, docker, oop, microservices, python",Mid Level,3,"Scientist, research (physical sciences)","Chaney, George and Mitchell",London,"java, python",Mid Level,70000.0,Software,0.4039,0.3583
Jennifer Burke,"kubernetes, docker, java, microservices, oop",Senior Level,1,Early years teacher,Jones and Sons,Sydney,java,Senior Level,149000.0,Software,0.2876,0.2595
Jennifer Burke,"kubernetes, docker, java, microservices, oop",Senior Level,2,Trade mark attorney,Smith-Thomas,Toronto,java,Senior Level,108000.0,Software,0.2876,0.2595
Jennifer Burke,"kubernetes, docker, java, microservices, oop",Senior Level,3,"Programmer, applications",Moore Inc,Berlin,java,Senior Level,45000.0,Software,0.2876,0.2595
Walter Thompson,"spring boot, microservices, python, rest api, c++",Entry Level,1,Pharmacologist,Molina-Clark,San Francisco,"c++, python",Entry Level,43000.0,Software,0.3999,0.355
Walter Thompson,"spring boot, microservices, python, rest api, c++",Entry Level,2,Forest/woodland manager,Delgado-Chandler,Bangalore,"python, c++",Entry Level,86000.0,Software,0.3999,0.355
Walter Thompson,"spring boot, microservices, python, rest api, c++",Entry Level,3,"Engineer, aeronautical",Hall and Sons,London,"python, c++",Entry Level,56000.0,Software,0.3999,0.355
James Larson,"rest api, kubernetes, git, oop, python",Entry Level,1,Chartered public finance accountant,Griffith-Rodriguez,New York,python,Entry Level,92000.0,Finance,0.2292,0.2098
James Larson,"rest api, kubernetes, git, oop, python",Entry Level,2,"Designer, fashion/clothing",Matthews-Bradford,Toronto,python,Entry Level,68000.0,Software,0.2292,0.2098
James Larson,"rest api, kubernetes, git, oop, python",Entry Level,3,Learning mentor,Adams-Le,Bangalore,python,Entry Level,125000.0,Software,0.2292,0.2098
Chelsea Snyder,"c++, oop, rest api, java, spring boot",Mid Level,1,Database administrator,"Allen, Owens and Brown",Toronto,"c++, java",Mid Level,130000.0,Software,0.4381,0.3874
Chelsea Snyder,"c++, oop, rest api, java, spring boot",Mid Level,2,Tax inspector,Lee Inc,Berlin,"c++, java",Mid Level,145000.0,Software,0.4381,0.3874
Chelsea Snyder,"c++, oop, rest api, java, spring boot",Mid Level,3,Airline pilot,Crane-Anderson,Berlin,"java, c++",Mid Level,100000.0,Software,0.4381,0.3874
Kimberly West,"branding, market research, sem, campaign management, lead generation",Entry Level,1,Insurance account manager,Wilson Inc,Toronto,market research,Entry Level,124000.0,Marketing,0.225,0.2063
Kimberly West,"branding, market research, sem, campaign management, lead generation",Entry Level,2,Press photographer,"Perry, Thomas and Ford",London,market research,Entry Level,88000.0,Marketing,0.225,0.2063
Kimberly West,"branding, market research, sem, campaign management, lead generation",Entry Level,3,Colour technologist,Lamb and Sons,Sydney,market research,Entry Level,87000.0,Marketing,0.225,0.2063
Michael Dodson,"branding, campaign management, crm, google analytics, market research",Mid Level,1,"Development worker, community","Wright, Cooper and Jenkins",London,market research,Mid Level,88000.0,Marketing,0.2243,0.2056
Michael Dodson,"branding, campaign management, crm, google analytics, market research",Mid Level,2,Retail banker,Carroll-Luna,New York,market research,Mid Level,128000.0,Marketing,0.2243,0.2056
Michael Dodson,"branding, campaign management, crm, google analytics, market research",Mid Level,3,"Civil engineer, contracting",Lynn LLC,Toronto,market research,Mid Level,123000.0,Marketing,0.2243,0.2056
Laurie Phillips,"market research, social media, content strategy, branding, sem",Senior Level,1,Facilities manager,"Obrien, Doyle and Escobar",London,"market research, social media",Senior Level,46000.0,Marketing,0.352,0.3142
Laurie Phillips,"market research, social media, content strategy, branding, sem",Senior Level,2,Trade union research officer,Sweeney Inc,New York,"social media, market research",Senior Level,124000.0,Marketing,0.352,0.3142
Laurie Phillips,"market research, social media, content strategy, branding, sem",Senior Level,3,Games developer,Nelson PLC,San Francisco,"social media, market research",Senior Level,43000.0,Marketing,0.352,0.3142
Christina Mullins,"lead generation, social media, sem, market research, google analytics",Entry Level,1,Equality and diversity officer,"Miller, Miller and Griffith",Bangalore,"market research, social media",Entry Level,105000.0,Marketing,0.353,0.3151
Christina Mullins,"lead generation, social media, sem, market research, google analytics",Entry Level,2,"Psychologist, sport and exercise",Anderson Ltd,Berlin,"market research, social media",Entry Level,148000.0,Marketing,0.353,0.3151
Christina Mullins,"lead generation, social media, sem, market research, google analytics",Entry Level,3,Information systems manager,Taylor PLC,Sydney,"market research, social media",Entry Level,43000.0,Marketing,0.353,0.3151
Donald Fernandez,"market research, lead generation, google analytics, social media, content strategy",Entry Level,1,Equality and diversity officer,"Miller, Miller and Griffith",Bangalore,"market research, social media",Entry Level,105000.0,Marketing,0.3512,0.3135
Donald Fernandez,"market research, lead generation, google analytics, social media, content strategy",Entry Level,2,"Psychologist, sport and exercise",Anderson Ltd,Berlin,"market research, social media",Entry Level,148000.0,Marketing,0.3512,0.3135
Donald Fernandez,"market research, lead generation, google analytics, social media, content strategy",Entry Level,3,Information systems manager,Taylor PLC,Sydney,"market research, social media",Entry Level,43000.0,Marketing,0.3512,0.3135
Kristi Johnson,"crm, social media, branding, market research, campaign management",Entry Level,1,Equality and diversity officer,"Miller, Miller and Griffith",Bangalore,"market research, social media",Entry Level,105000.0,Marketing,0.3517,0.314
Kristi Johnson,"crm, social media, branding, market research, campaign management",Entry Level,2,"Psychologist, sport and exercise",Anderson Ltd,Berlin,"market research, social media",Entry Level,148000.0,Marketing,0.3517,0.314
Kristi Johnson,"crm, social media, branding, market research, campaign management",Entry Level,3,Information systems manager,Taylor PLC,Sydney,"market research, social media",Entry Level,43000.0,Marketing,0.3517,0.314
Harold Miller,"content strategy, seo, sem, lead generation, campaign management",Mid Level,1,"Sound technician, broadcasting/film/video","Perez, Carter and Williamson",Berlin,seo,Mid Level,91000.0,Marketing,0.2231,0.2046
Harold Miller,"content strategy, seo, sem, lead generation, campaign management",Mid Level,2,"Research officer, political party","Ho, Pierce and Perkins",Sydney,seo,Mid Level,50000.0,Marketing,0.2231,0.2046
Harold Miller,"content strategy, seo, sem, lead generation, campaign management",Mid Level,3,Press photographer,Moreno-Charles,Sydney,seo,Mid Level,46000.0,Marketing,0.2231,0.2046
Anna Christensen,"market research, content strategy, branding, campaign management, google analytics",Mid Level,1,"Development worker, community","Wright, Cooper and Jenkins",London,market research,Mid Level,88000.0,Marketing,0.2249,0.2062
Anna Christensen,"market research, content strategy, branding, campaign management, google analytics",Mid Level,2,Retail banker,Carroll-Luna,New York,market research,Mid Level,128000.0,Marketing,0.2249,0.2062
Anna Christensen,"market research, content strategy, branding, campaign management, google analytics",Mid Level,3,"Civil engineer, contracting",Lynn LLC,Toronto,market research,Mid Level,123000.0,Marketing,0.2249,0.2062
Matthew Reynolds,"content strategy, lead generation, social media, campaign management, sem",Mid Level,1,"Administrator, local government",Preston-Moore,Berlin,social media,Mid Level,135000.0,Marketing,0.2255,0.2067
Matthew Reynolds,"content strategy, lead generation, social media, campaign management, sem",Mid Level,2,"Engineer, energy","Johnson, York and Cole",Berlin,social media,Mid Level,106000.0,Marketing,0.2255,0.2067
Matthew Reynolds,"content strategy, lead generation, social media, campaign management, sem",Mid Level,3,Lexicographer,Davis-Koch,New York,social media,Mid Level,121000.0,Marketing,0.2255,0.2067
Lauren Padilla,"lead generation, content strategy, seo, market research, campaign managemen",Entry Level,1,"Designer, exhibition/display","King, Thompson and Thomas",Sydney,"seo, market research",Entry Level,112000.0,Marketing,0.3078,0.2766
Lauren Padilla,"lead generation, content strategy, seo, market research, campaign managemen",Entry Level,2,Local government officer,"Golden, Molina and Peterson",Toronto,"market research, seo",Entry Level,79000.0,Marketing,0.3078,0.2766
Lauren Padilla,"lead generation, content strategy, seo, market research, campaign managemen",Entry Level,3,Patent examiner,Aguilar and Sons,Sydney,"seo, market research",Entry Level,113000.0,Marketing,0.3078,0.2766
Douglas Ferguson,"social media, campaign management, market research, sem, seo",Mid Level,1,Environmental education officer,Young Ltd,Berlin,"social media, seo, market research",Mid Level,60000.0,Marketing,0.4955,0.4362
Douglas Ferguson,"social media, campaign management, market research, sem, seo",Mid Level,2,"Engineer, electrical",Bailey LLC,London,"market research, social media, seo",Mid Level,137000.0,Marketing,0.4955,0.4362
Douglas Ferguson,"social media, campaign management, market research, sem, seo",Mid Level,3,Fish farm manager,Porter Inc,Bangalore,"market research, social media, seo",Mid Level,110000.0,Marketing,0.4955,0.4362
Vincent Campbell,"social media, market research, google analytics, campaign management, sem",Mid Level,1,Health service manager,"Tucker, Simon and Walton",San Francisco,"social media, market research",Mid Level,87000.0,Marketing,0.3558,0.3174
Vincent Campbell,"social media, market research, google analytics, campaign management, sem",Mid Level,2,Site engineer,Hayes-Black,Toronto,"market research, social media",Mid Level,55000.0,Marketing,0.3558,0.3174
Vincent Campbell,"social media, market research, google analytics, campaign management, sem",Mid Level,3,Public relations officer,Mccann Group,London,"market research, social media",Mid Level,51000.0,Marketing,0.3558,0.3174
Warren Robinson,"crm, lead generation, campaign management, seo, google analytics",Senior Level,1,Economist,Molina PLC,San Francisco,seo,Senior Level,114000.0,Marketing,0.2223,0.204
Warren Robinson,"crm, lead generation, campaign management, seo, google analytics",Senior Level,2,Ambulance person,Rivera and Sons,Toronto,seo,Senior Level,84000.0,Marketing,0.2223,0.204
Warren Robinson,"crm, lead generation, campaign management, seo, google analytics",Senior Level,3,Call centre manager,Garcia-Johnson,New York,seo,Senior Level,109000.0,Marketing,0.2223,0.204
Jackie Hudson,"branding, social media, google analytics, sem, seo",Mid Level,1,Clinical psychologist,Anderson-Hayes,Toronto,"seo, social media",Mid Level,132000.0,Marketing,0.3524,0.3145
Jackie Hudson,"branding, social media, google analytics, sem, seo",Mid Level,2,"Scientist, physiological","Patel, Shields and Mitchell",Berlin,"seo, social media",Mid Level,53000.0,Marketing,0.3524,0.3145
Jackie Hudson,"branding, social media, google analytics, sem, seo",Mid Level,3,"Production assistant, television",Espinoza Inc,New York,"seo, social media",Mid Level,59000.0,Marketing,0.3524,0.3145
Matthew Houston,"seo, social media, campaign management, lead generation, branding",Entry Level,1,Public relations account executive,"Parks, Wilson and Wang",Sydney,"social media, seo",Entry Level,58000.0,Marketing,0.3517,0.3139
Matthew Houston,"seo, social media, campaign management, lead generation, branding",Entry Level,2,Race relations officer,Sutton Group,Berlin,"seo, social media",Entry Level,137000.0,Marketing,0.3517,0.3139
Matthew Houston,"seo, social media, campaign management, lead generation, branding",Entry Level,3,TEFL teacher,Ortega Ltd,Sydney,"social media, seo",Entry Level,70000.0,Marketing,0.3517,0.3139
Brian Mendoza,"social media, seo, crm, google analytics, market research",Senior Level,1,Equities trader,Powell Ltd,London,"seo, market research, social media",Senior Level,105000.0,Marketing,0.488,0.4298
Brian Mendoza,"social media, seo, crm, google analytics, market research",Senior Level,2,Materials engineer,Lynn Inc,Berlin,"social media, seo, market research",Senior Level,52000.0,Marketing,0.488,0.4298
Brian Mendoza,"social media, seo, crm, google analytics, market research",Senior Level,3,Futures trader,"Solomon, Henderson and Thompson",Bangalore,"market research, social media, seo",Senior Level,141000.0,Marketing,0.488,0.4298
