Candidate_Name,Candidate_Skills,Candidate_Exp_Level,Rank,Job_Title,Company,Location,Required_Skills,Job_Exp_Level,Salary,Industry,Skill_Similarity,Final_Score,Skill_Overlap_Ratio,Level_Match
James Larson,"rest api, kubernetes, git, oop, python",Entry Level,3,Learning mentor,Adams-Le,Bangalore,python,Entry Level,125000.0,Software,0.2292,0.2098,1.0,True
Chelsea Snyder,"c++, oop, rest api, java, spring boot",Mid Level,1,Database administrator,"Allen, Owens and Brown",Toronto,"c++, java",Mid Level,130000.0,Software,0.4381,0.3874,1.0,True
Chelsea Snyder,"c++, oop, rest api, java, spring boot",Mid Level,2,Tax inspector,Lee Inc,Berlin,"c++, java",Mid Level,145000.0,Software,0.4381,0.3874,1.0,True
Chelsea Snyder,"c++, oop, rest api, java, spring boot",Mid Level,3,Airline pilot,Crane-Anderson,Berlin,"java, c++",Mid Level,100000.0,Software,0.4381,0.3874,1.0,True
Kimberly West,"branding, market research, sem, campaign management, lead generation",Entry Level,1,Insurance account manager,Wilson Inc,Toronto,market research,Entry Level,124000.0,Marketing,0.225,0.2063,1.0,True
Kimberly West,"branding, market research, sem, campaign management, lead generation",Entry Level,2,Press photographer,"Perry, Thomas and Ford",London,market research,Entry Level,88000.0,Marketing,0.225,0.2063,1.0,True
Kimberly West,"branding, market research, sem, campaign management, lead generation",Entry Level,3,Colour technologist,Lamb and Sons,Sydney,market research,Entry Level,87000.0,Marketing,0.225,0.2063,1.0,True
Michael Dodson,"branding, campaign management, crm, google analytics, market research",Mid Level,1,"Development worker, community","Wright, Cooper and Jenkins",London,market research,Mid Level,88000.0,Marketing,0.2243,0.2056,1.0,True
Michael Dodson,"branding, campaign management, crm, google analytics, market research",Mid Level,2,Retail banker,Carroll-Luna,New York,market research,Mid Level,128000.0,Marketing,0.2243,0.2056,1.0,True
Michael Dodson,"branding, campaign management, crm, google analytics, market research",Mid Level,3,"Civil engineer, contracting",Lynn LLC,Toronto,market research,Mid Level,123000.0,Marketing,0.2243,0.2056,1.0,True
Laurie Phillips,"market research, social media, content strategy, branding, sem",Senior Level,1,Facilities manager,"Obrien, Doyle and Escobar",London,"market research, social media",Senior Level,46000.0,Marketing,0.352,0.3142,1.0,True
Laurie Phillips,"market research, social media, content strategy, branding, sem",Senior Level,2,Trade union research officer,Sweeney Inc,New York,"social media, market research",Senior Level,124000.0,Marketing,0.352,0.3142,1.0,True
Laurie Phillips,"market research, social media, content strategy, branding, sem",Senior Level,3,Games developer,Nelson PLC,San Francisco,"social media, market research",Senior Level,43000.0,Marketing,0.352,0.3142,1.0,True
Christina Mullins,"lead generation, social media, sem, market research, google analytics",Entry Level,1,Equality and diversity officer,"Miller, Miller and Griffith",Bangalore,"market research, social media",Entry Level,105000.0,Marketing,0.353,0.3151,1.0,True
Christina Mullins,"lead generation, social media, sem, market research, google analytics",Entry Level,2,"Psychologist, sport and exercise",Anderson Ltd,Berlin,"market research, social media",Entry Level,148000.0,Marketing,0.353,0.3151,1.0,True
Christina Mullins,"lead generation, social media, sem, market research, google analytics",Entry Level,3,Information systems manager,Taylor PLC,Sydney,"market research, social media",Entry Level,43000.0,Marketing,0.353,0.3151,1.0,True
Donald Fernandez,"market research, lead generation, google analytics, social media, content strategy",Entry Level,1,Equality and diversity officer,"Miller, Miller and Griffith",Bangalore,"market research, social media",Entry Level,105000.0,Marketing,0.3512,0.3135,1.0,True
Donald Fernandez,"market research, lead generation, google analytics, social media, content strategy",Entry Level,2,"Psychologist, sport and exercise",Anderson Ltd,Berlin,"market research, social media",Entry Level,148000.0,Marketing,0.3512,0.3135,1.0,True
Donald Fernandez,"market research, lead generation, google analytics, social media, content strategy",Entry Level,3,Information systems manager,Taylor PLC,Sydney,"market research, social media",Entry Level,43000.0,Marketing,0.3512,0.3135,1.0,True
Kristi Johnson,"crm, social media, branding, market research, campaign management",Entry Level,1,Equality and diversity officer,"Miller, Miller and Griffith",Bangalore,"market research, social media",Entry Level,105000.0,Marketing,0.3517,0.314,1.0,True
Kristi Johnson,"crm, social media, branding, market research, campaign management",Entry Level,2,"Psychologist, sport and exercise",Anderson Ltd,Berlin,"market research, social media",Entry Level,148000.0,Marketing,0.3517,0.314,1.0,True
Kristi Johnson,"crm, social media, branding, market research, campaign management",Entry Level,3,Information systems manager,Taylor PLC,Sydney,"market research, social media",Entry Level,43000.0,Marketing,0.3517,0.314,1.0,True
Harold Miller,"content strategy, seo, sem, lead generation, campaign management",Mid Level,1,"Sound technician, broadcasting/film/video","Perez, Carter and Williamson",Berlin,seo,Mid Level,91000.0,Marketing,0.2231,0.2046,1.0,True
Harold Miller,"content strategy, seo, sem, lead generation, campaign management",Mid Level,2,"Research officer, political party","Ho, Pierce and Perkins",Sydney,seo,Mid Level,50000.0,Marketing,0.2231,0.2046,1.0,True
Harold Miller,"content strategy, seo, sem, lead generation, campaign management",Mid Level,3,Press photographer,Moreno-Charles,Sydney,seo,Mid Level,46000.0,Marketing,0.2231,0.2046,1.0,True
Anna Christensen,"market research, content strategy, branding, campaign management, google analytics",Mid Level,1,"Development worker, community","Wright, Cooper and Jenkins",London,market research,Mid Level,88000.0,Marketing,0.2249,0.2062,1.0,True
Anna Christensen,"market research, content strategy, branding, campaign management, google analytics",Mid Level,2,Retail banker,Carroll-Luna,New York,market research,Mid Level,128000.0,Marketing,0.2249,0.2062,1.0,True
Anna Christensen,"market research, content strategy, branding, campaign management, google analytics",Mid Level,3,"Civil engineer, contracting",Lynn LLC,Toronto,market research,Mid Level,123000.0,Marketing,0.2249,0.2062,1.0,True
Matthew Reynolds,"content strategy, lead generation, social media, campaign management, sem",Mid Level,1,"Administrator, local government",Preston-Moore,Berlin,social media,Mid Level,135000.0,Marketing,0.2255,0.2067,1.0,True
Matthew Reynolds,"content strategy, lead generation, social media, campaign management, sem",Mid Level,2,"Engineer, energy","Johnson, York and Cole",Berlin,social media,Mid Level,106000.0,Marketing,0.2255,0.2067,1.0,True
Matthew Reynolds,"content strategy, lead generation, social media, campaign management, sem",Mid Level,3,Lexicographer,Davis-Koch,New York,social media,Mid Level,121000.0,Marketing,0.2255,0.2067,1.0,True
Lauren Padilla,"lead generation, content strategy, seo, market research, campaign managemen",Entry Level,1,"Designer, exhibition/display","King, Thompson and Thomas",Sydney,"seo, market research",Entry Level,112000.0,Marketing,0.3078,0.2766,1.0,True
Lauren Padilla,"lead generation, content strategy, seo, market research, campaign managemen",Entry Level,2,Local government officer,"Golden, Molina and Peterson",Toronto,"market research, seo",Entry Level,79000.0,Marketing,0.3078,0.2766,1.0,True
Lauren Padilla,"lead generation, content strategy, seo, market research, campaign managemen",Entry Level,3,Patent examiner,Aguilar and Sons,Sydney,"seo, market research",Entry Level,113000.0,Marketing,0.3078,0.2766,1.0,True
Douglas Ferguson,"social media, campaign management, market research, sem, seo",Mid Level,1,Environmental education officer,Young Ltd,Berlin,"social media, seo, market research",Mid Level,60000.0,Marketing,0.4955,0.4362,1.0,True
Douglas Ferguson,"social media, campaign management, market research, sem, seo",Mid Level,2,"Engineer, electrical",Bailey LLC,London,"market research, social media, seo",Mid Level,137000.0,Marketing,0.4955,0.4362,1.0,True
Douglas Ferguson,"social media, campaign management, market research, sem, seo",Mid Level,3,Fish farm manager,Porter Inc,Bangalore,"market research, social media, seo",Mid Level,110000.0,Marketing,0.4955,0.4362,1.0,True
Vincent Campbell,"social media, market research, google analytics, campaign management, sem",Mid Level,1,Health service manager,"Tucker, Simon and Walton",San Francisco,"social media, market research",Mid Level,87000.0,Marketing,0.3558,0.3174,1.0,True
Vincent Campbell,"social media, market research, google analytics, campaign management, sem",Mid Level,2,Site engineer,Hayes-Black,Toronto,"market research, social media",Mid Level,55000.0,Marketing,0.3558,0.3174,1.0,True
Vincent Campbell,"social media, market research, google analytics, campaign management, sem",Mid Level,3,Public relations officer,Mccann Group,London,"market research, social media",Mid Level,51000.0,Marketing,0.3558,0.3174,1.0,True
Warren Robinson,"crm, lead generation, campaign management, seo, google analytics",Senior Level,1,Economist,Molina PLC,San Francisco,seo,Senior Level,114000.0,Marketing,0.2223,0.204,1.0,True
Warren Robinson,"crm, lead generation, campaign management, seo, google analytics",Senior Level,2,Ambulance person,Rivera and Sons,Toronto,seo,Senior Level,84000.0,Marketing,0.2223,0.204,1.0,True
Warren Robinson,"crm, lead generation, campaign management, seo, google analytics",Senior Level,3,Call centre manager,Garcia-Johnson,New York,seo,Senior Level,109000.0,Marketing,0.2223,0.204,1.0,True
Jackie Hudson,"branding, social media, google analytics, sem, seo",Mid Level,1,Clinical psychologist,Anderson-Hayes,Toronto,"seo, social media",Mid Level,132000.0,Marketing,0.3524,0.3145,1.0,True
Jackie Hudson,"branding, social media, google analytics, sem, seo",Mid Level,2,"Scientist, physiological","Patel, Shields and Mitchell",Berlin,"seo, social media",Mid Level,53000.0,Marketing,0.3524,0.3145,1.0,True
Jackie Hudson,"branding, social media, google analytics, sem, seo",Mid Level,3,"Production assistant, television",Espinoza Inc,New York,"seo, social media",Mid Level,59000.0,Marketing,0.3524,0.3145,1.0,True
Matthew Houston,"seo, social media, campaign management, lead generation, branding",Entry Level,1,Public relations account executive,"Parks, Wilson and Wang",Sydney,"social media, seo",Entry Level,58000.0,Marketing,0.3517,0.3139,1.0,True
Matthew Houston,"seo, social media, campaign management, lead generation, branding",Entry Level,2,Race relations officer,Sutton Group,Berlin,"seo, social media",Entry Level,137000.0,Marketing,0.3517,0.3139,1.0,True
Matthew Houston,"seo, social media, campaign management, lead generation, branding",Entry Level,3,TEFL teacher,Ortega Ltd,Sydney,"social media, seo",Entry Level,70000.0,Marketing,0.3517,0.3139,1.0,True
Brian Mendoza,"social media, seo, crm, google analytics, market research",Senior Level,1,Equities trader,Powell Ltd,London,"seo, market research, social media",Senior Level,105000.0,Marketing,0.488,0.4298,1.0,True
Brian Mendoza,"social media, seo, crm, google analytics, market research",Senior Level,2,Materials engineer,Lynn Inc,Berlin,"social media, seo, market research",Senior Level,52000.0,Marketing,0.488,0.4298,1.0,True
Brian Mendoza,"social media, seo, crm, google analytics, market research",Senior Level,3,Futures trader,"Solomon, Henderson and Thompson",Bangalore,"market research, social media, seo",Senior Level,141000.0,Marketing,0.488,0.4298,1.0,True
Jennifer Marsh,"lead generation, content strategy, social media, market research, sem",Entry Level,1,Equality and diversity officer,"Miller, Miller and Griffith",Bangalore,"market research, social media",Entry Level,105000.0,Marketing,0.3515,0.3137,1.0,True
Jennifer Marsh,"lead generation, content strategy, social media, market research, sem",Entry Level,2,"Psychologist, sport and exercise",Anderson Ltd,Berlin,"market research, social media",Entry Level,148000.0,Marketing,0.3515,0.3137,1.0,True
Jennifer Marsh,"lead generation, content strategy, social media, market research, sem",Entry Level,3,Information systems manager,Taylor PLC,Sydney,"market research, social media",Entry Level,43000.0,Marketing,0.3515,0.3137,1.0,True
Kimberly Bates,"market research, crm, content strategy, campaign management, social media",Mid Level,1,Health service manager,"Tucker, Simon and Walton",San Francisco,"social media, market research",Mid Level,87000.0,Marketing,0.3512,0.3135,1.0,True
Kimberly Bates,"market research, crm, content strategy, campaign management, social media",Mid Level,2,Site engineer,Hayes-Black,Toronto,"market research, social media",Mid Level,55000.0,Marketing,0.3512,0.3135,1.0,True
Kimberly Bates,"market research, crm, content strategy, campaign management, social media",Mid Level,3,Public relations officer,Mccann Group,London,"market research, social media",Mid Level,51000.0,Marketing,0.3512,0.3135,1.0,True
Tara Gonzalez,"market research, social media, sem, google analytics, campaign management",Entry Level,1,Equality and diversity officer,"Miller, Miller and Griffith",Bangalore,"market research, social media",Entry Level,105000.0,Marketing,0.3558,0.3174,1.0,True
Tara Gonzalez,"market research, social media, sem, google analytics, campaign management",Entry Level,2,"Psychologist, sport and exercise",Anderson Ltd,Berlin,"market research, social media",Entry Level,148000.0,Marketing,0.3558,0.3174,1.0,True
Tara Gonzalez,"market research, social media, sem, google analytics, campaign management",Entry Level,3,Information systems manager,Taylor PLC,Sydney,"market research, social media",Entry Level,43000.0,Marketing,0.3558,0.3174,1.0,True
Tricia Mckenzie,"market research, branding, sem, social media, seo",Mid Level,1,Environmental education officer,Young Ltd,Berlin,"social media, seo, market research",Mid Level,60000.0,Marketing,0.4915,0.4328,1.0,True
Tricia Mckenzie,"market research, branding, sem, social media, seo",Mid Level,2,"Engineer, electrical",Bailey LLC,London,"market research, social media, seo",Mid Level,137000.0,Marketing,0.4915,0.4328,1.0,True
Tricia Mckenzie,"market research, branding, sem, social media, seo",Mid Level,3,Fish farm manager,Porter Inc,Bangalore,"market research, social media, seo",Mid Level,110000.0,Marketing,0.4915,0.4328,1.0,True
Heather Peters,"sem, market research, branding, campaign management, content strategy",Senior Level,1,Patent examiner,"Sullivan, Wilson and Barker",London,market research,Senior Level,61000.0,Marketing,0.225,0.2063,1.0,True
Heather Peters,"sem, market research, branding, campaign management, content strategy",Senior Level,2,Human resources officer,Ryan-Carter,Berlin,market research,Senior Level,113000.0,Marketing,0.225,0.2063,1.0,True
Heather Peters,"sem, market research, branding, campaign management, content strategy",Senior Level,3,Psychiatrist,Wallace-Gill,Toronto,market research,Senior Level,111000.0,Marketing,0.225,0.2063,1.0,True
Melinda Knight,"google analytics, seo, social media, sem, lead generation",Entry Level,1,Public relations account executive,"Parks, Wilson and Wang",Sydney,"social media, seo",Entry Level,58000.0,Marketing,0.3518,0.314,1.0,True
Melinda Knight,"google analytics, seo, social media, sem, lead generation",Entry Level,2,Race relations officer,Sutton Group,Berlin,"seo, social media",Entry Level,137000.0,Marketing,0.3518,0.314,1.0,True
Melinda Knight,"google analytics, seo, social media, sem, lead generation",Entry Level,3,TEFL teacher,Ortega Ltd,Sydney,"social media, seo",Entry Level,70000.0,Marketing,0.3518,0.314,1.0,True
William Medina,"lead generation, branding, sem, campaign management, seo",Senior Level,1,Economist,Molina PLC,San Francisco,seo,Senior Level,114000.0,Marketing,0.2233,0.2048,1.0,True
William Medina,"lead generation, branding, sem, campaign management, seo",Senior Level,2,Ambulance person,Rivera and Sons,Toronto,seo,Senior Level,84000.0,Marketing,0.2233,0.2048,1.0,True
William Medina,"lead generation, branding, sem, campaign management, seo",Senior Level,3,Call centre manager,Garcia-Johnson,New York,seo,Senior Level,109000.0,Marketing,0.2233,0.2048,1.0,True
Pamela Adams,"market research, social media, sem, campaign management, branding",Entry Level,1,Equality and diversity officer,"Miller, Miller and Griffith",Bangalore,"market research, social media",Entry Level,105000.0,Marketing,0.3547,0.3165,1.0,True
Pamela Adams,"market research, social media, sem, campaign management, branding",Entry Level,2,"Psychologist, sport and exercise",Anderson Ltd,Berlin,"market research, social media",Entry Level,148000.0,Marketing,0.3547,0.3165,1.0,True
Pamela Adams,"market research, social media, sem, campaign management, branding",Entry Level,3,Information systems manager,Taylor PLC,Sydney,"market research, social media",Entry Level,43000.0,Marketing,0.3547,0.3165,1.0,True
Felicia Clements,"campaign management, social media, branding, google analytics, crm",Entry Level,1,Operational researcher,Thomas-Holland,Bangalore,social media,Entry Level,100000.0,Marketing,0.2251,0.2063,1.0,True
Felicia Clements,"campaign management, social media, branding, google analytics, crm",Entry Level,2,"Production assistant, radio",Roberts LLC,Berlin,social media,Entry Level,52000.0,Marketing,0.2251,0.2063,1.0,True
Felicia Clements,"campaign management, social media, branding, google analytics, crm",Entry Level,3,"Surveyor, building control","Brown, Lester and Harris",New York,social media,Entry Level,76000.0,Marketing,0.2251,0.2063,1.0,True
Karen Soto,"sem, crm, google analytics, market research, campaign management",Mid Level,1,"Development worker, community","Wright, Cooper and Jenkins",London,market research,Mid Level,88000.0,Marketing,0.2249,0.2062,1.0,True
Karen Soto,"sem, crm, google analytics, market research, campaign management",Mid Level,2,Retail banker,Carroll-Luna,New York,market research,Mid Level,128000.0,Marketing,0.2249,0.2062,1.0,True
Karen Soto,"sem, crm, google analytics, market research, campaign management",Mid Level,3,"Civil engineer, contracting",Lynn LLC,Toronto,market research,Mid Level,123000.0,Marketing,0.2249,0.2062,1.0,True
Andrew Parker,"google analytics, market research, lead generation, crm, campaign management",Entry Level,1,Insurance account manager,Wilson Inc,Toronto,market research,Entry Level,124000.0,Marketing,0.224,0.2054,1.0,True
Andrew Parker,"google analytics, market research, lead generation, crm, campaign management",Entry Level,2,Press photographer,"Perry, Thomas and Ford",London,market research,Entry Level,88000.0,Marketing,0.224,0.2054,1.0,True
Andrew Parker,"google analytics, market research, lead generation, crm, campaign management",Entry Level,3,Colour technologist,Lamb and Sons,Sydney,market research,Entry Level,87000.0,Marketing,0.224,0.2054,1.0,True
Justin Anderson,"branding, crm, google analytics, campaign management, content strategy",Entry Level,1,"Psychotherapist, dance movement",Barker Group,Sydney,"nursing, medical research, pharmaceuticals",Entry Level,112000.0,Healthcare,0.0,0.015,0.0,True
Justin Anderson,"branding, crm, google analytics, campaign management, content strategy",Entry Level,2,Academic librarian,Clark Ltd,London,pharmaceuticals,Entry Level,104000.0,Healthcare,0.0,0.015,0.0,True
Justin Anderson,"branding, crm, google analytics, campaign management, content strategy",Entry Level,3,Quantity surveyor,Dean-Delacruz,Sydney,"java, python",Entry Level,123000.0,Software,0.0,0.015,0.0,True
Angel Michael,"lead generatio, market research, social media, crm, content strategy",Entry Level,1,Equality and diversity officer,"Miller, Miller and Griffith",Bangalore,"market research, social media",Entry Level,105000.0,Marketing,0.3086,0.2773,1.0,True
Angel Michael,"lead generatio, market research, social media, crm, content strategy",Entry Level,2,"Psychologist, sport and exercise",Anderson Ltd,Berlin,"market research, social media",Entry Level,148000.0,Marketing,0.3086,0.2773,1.0,True
Angel Michael,"lead generatio, market research, social media, crm, content strategy",Entry Level,3,Information systems manager,Taylor PLC,Sydney,"market research, social media",Entry Level,43000.0,Marketing,0.3086,0.2773,1.0,True
Kimberly Wells,"crm, lead generation, social media, seo, market research",Senior Level,1,Equities trader,Powell Ltd,London,"seo, market research, social media",Senior Level,105000.0,Marketing,0.4852,0.4275,1.0,True
Kimberly Wells,"crm, lead generation, social media, seo, market research",Senior Level,2,Materials engineer,Lynn Inc,Berlin,"social media, seo, market research",Senior Level,52000.0,Marketing,0.4852,0.4275,1.0,True
Kimberly Wells,"crm, lead generation, social media, seo, market research",Senior Level,3,Futures trader,"Solomon, Henderson and Thompson",Bangalore,"market research, social media, seo",Senior Level,141000.0,Marketing,0.4852,0.4275,1.0,True
Yolanda Andrews,"lead generation, google analytics, sem, social media, seo",Mid Level,1,Clinical psychologist,Anderson-Hayes,Toronto,"seo, social media",Mid Level,132000.0,Marketing,0.3518,0.314,1.0,True
Yolanda Andrews,"lead generation, google analytics, sem, social media, seo",Mid Level,2,"Scientist, physiological","Patel, Shields and Mitchell",Berlin,"seo, social media",Mid Level,53000.0,Marketing,0.3518,0.314,1.0,True
Yolanda Andrews,"lead generation, google analytics, sem, social media, seo",Mid Level,3,"Production assistant, television",Espinoza Inc,New York,"seo, social media",Mid Level,59000.0,Marketing,0.3518,0.314,1.0,True
Jerry Brown,"branding, sem, social media, crm, content strategy",Entry Level,1,Operational researcher,Thomas-Holland,Bangalore,social media,Entry Level,100000.0,Marketing,0.2238,0.2052,1.0,True
Jerry Brown,"branding, sem, social media, crm, content strategy",Entry Level,2,"Production assistant, radio",Roberts LLC,Berlin,social media,Entry Level,52000.0,Marketing,0.2238,0.2052,1.0,True
Jerry Brown,"branding, sem, social media, crm, content strategy",Entry Level,3,"Surveyor, building control","Brown, Lester and Harris",New York,social media,Entry Level,76000.0,Marketing,0.2238,0.2052,1.0,True
Nicole Haley,"campaign management, market research, crm, lead generation, google analytics",Senior Level,1,Patent examiner,"Sullivan, Wilson and Barker",London,market research,Senior Level,61000.0,Marketing,0.224,0.2054,1.0,True
Nicole Haley,"campaign management, market research, crm, lead generation, google analytics",Senior Level,2,Human resources officer,Ryan-Carter,Berlin,market research,Senior Level,113000.0,Marketing,0.224,0.2054,1.0,True
Nicole Haley,"campaign management, market research, crm, lead generation, google analytics",Senior Level,3,Psychiatrist,Wallace-Gill,Toronto,market research,Senior Level,111000.0,Marketing,0.224,0.2054,1.0,True
Linda Rogers,"campaign management, crm, google analytics, social media, sem",Entry Level,1,Operational researcher,Thomas-Holland,Bangalore,social media,Entry Level,100000.0,Marketing,0.2257,0.2069,1.0,True
Linda Rogers,"campaign management, crm, google analytics, social media, sem",Entry Level,2,"Production assistant, radio",Roberts LLC,Berlin,social media,Entry Level,52000.0,Marketing,0.2257,0.2069,1.0,True
Linda Rogers,"campaign management, crm, google analytics, social media, sem",Entry Level,3,"Surveyor, building control","Brown, Lester and Harris",New York,social media,Entry Level,76000.0,Marketing,0.2257,0.2069,1.0,True
Glenn Miller,"seo, campaign management, content strategy, social media, crm",Mid Level,1,Clinical psychologist,Anderson-Hayes,Toronto,"seo, social media",Mid Level,132000.0,Marketing,0.35,0.3125,1.0,True
Glenn Miller,"seo, campaign management, content strategy, social media, crm",Mid Level,2,"Scientist, physiological","Patel, Shields and Mitchell",Berlin,"seo, social media",Mid Level,53000.0,Marketing,0.35,0.3125,1.0,True
Glenn Miller,"seo, campaign management, content strategy, social media, crm",Mid Level,3,"Production assistant, television",Espinoza Inc,New York,"seo, social media",Mid Level,59000.0,Marketing,0.35,0.3125,1.0,True
Joshua Bishop,"social media, sem, market research, lead generation, google analytics",Entry Level,1,Equality and diversity officer,"Miller, Miller and Griffith",Bangalore,"market research, social media",Entry Level,105000.0,Marketing,0.353,0.3151,1.0,True
Joshua Bishop,"social media, sem, market research, lead generation, google analytics",Entry Level,2,"Psychologist, sport and exercise",Anderson Ltd,Berlin,"market research, social media",Entry Level,148000.0,Marketing,0.353,0.3151,1.0,True
Joshua Bishop,"social media, sem, market research, lead generation, google analytics",Entry Level,3,Information systems manager,Taylor PLC,Sydney,"market research, social media",Entry Level,43000.0,Marketing,0.353,0.3151,1.0,True
Michael Reynolds,"content strategy, google analytics, seo, market research, branding",Senior Level,1,Chartered accountant,Chang-Goodwin,London,"market research, seo",Senior Level,85000.0,Marketing,0.35,0.3125,1.0,True
Michael Reynolds,"content strategy, google analytics, seo, market research, branding",Senior Level,2,"Pharmacist, hospital",Brown and Sons,San Francisco,"market research, seo",Senior Level,137000.0,Marketing,0.35,0.3125,1.0,True
Michael Reynolds,"content strategy, google analytics, seo, market research, branding",Senior Level,3,"Editor, commissioning",Clark Inc,Sydney,"market research, seo",Senior Level,82000.0,Marketing,0.35,0.3125,1.0,True
William Henderson,"lead generation, crm, sem, branding, seo",Entry Level,1,Data processing manager,Warner LLC,London,seo,Entry Level,140000.0,Marketing,0.2213,0.2031,1.0,True
William Henderson,"lead generation, crm, sem, branding, seo",Entry Level,2,Sales promotion account executive,Schwartz-Marquez,Sydney,seo,Entry Level,100000.0,Marketing,0.2213,0.2031,1.0,True
William Henderson,"lead generation, crm, sem, branding, seo",Entry Level,3,Press sub,Cooper-Graham,Sydney,seo,Entry Level,87000.0,Marketing,0.2213,0.2031,1.0,True
Troy Liu,"market research, lead generation, branding, social media, seo",Senior Level,1,Equities trader,Powell Ltd,London,"seo, market research, social media",Senior Level,105000.0,Marketing,0.4883,0.43,1.0,True
Troy Liu,"market research, lead generation, branding, social media, seo",Senior Level,2,Materials engineer,Lynn Inc,Berlin,"social media, seo, market research",Senior Level,52000.0,Marketing,0.4883,0.43,1.0,True
Troy Liu,"market research, lead generation, branding, social media, seo",Senior Level,3,Futures trader,"Solomon, Henderson and Thompson",Bangalore,"market research, social media, seo",Senior Level,141000.0,Marketing,0.4883,0.43,1.0,True
Eric Fox,"seo, lead generation, sem, google analytics, content strategy",Entry Level,1,Data processing manager,Warner LLC,London,seo,Entry Level,140000.0,Marketing,0.2225,0.2041,1.0,True
Eric Fox,"seo, lead generation, sem, google analytics, content strategy",Entry Level,2,Sales promotion account executive,Schwartz-Marquez,Sydney,seo,Entry Level,100000.0,Marketing,0.2225,0.2041,1.0,True
Eric Fox,"seo, lead generation, sem, google analytics, content strategy",Entry Level,3,Press sub,Cooper-Graham,Sydney,seo,Entry Level,87000.0,Marketing,0.2225,0.2041,1.0,True
Brandon Brooks,"lead generation, branding, social media, crm, google analytics",Entry Level,1,Operational researcher,Thomas-Holland,Bangalore,social media,Entry Level,100000.0,Marketing,0.2237,0.2051,1.0,True
Brandon Brooks,"lead generation, branding, social media, crm, google analytics",Entry Level,2,"Production assistant, radio",Roberts LLC,Berlin,social media,Entry Level,52000.0,Marketing,0.2237,0.2051,1.0,True
Brandon Brooks,"lead generation, branding, social media, crm, google analytics",Entry Level,3,"Surveyor, building control","Brown, Lester and Harris",New York,social media,Entry Level,76000.0,Marketing,0.2237,0.2051,1.0,True
Stephanie Spencer,"content strategy, market research, branding, seo, google analytics",Senior Level,1,Chartered accountant,Chang-Goodwin,London,"market research, seo",Senior Level,85000.0,Marketing,0.35,0.3125,1.0,True
Stephanie Spencer,"content strategy, market research, branding, seo, google analytics",Senior Level,2,"Pharmacist, hospital",Brown and Sons,San Francisco,"market research, seo",Senior Level,137000.0,Marketing,0.35,0.3125,1.0,True
Stephanie Spencer,"content strategy, market research, branding, seo, google analytics",Senior Level,3,"Editor, commissioning",Clark Inc,Sydney,"market research, seo",Senior Level,82000.0,Marketing,0.35,0.3125,1.0,True
Dennis Graham,"google analytics, lead generation, market research, sem, content strategy",Entry Level,1,Insurance account manager,Wilson Inc,Toronto,market research,Entry Level,124000.0,Marketing,0.2241,0.2055,1.0,True
Dennis Graham,"google analytics, lead generation, market research, sem, content strategy",Entry Level,2,Press photographer,"Perry, Thomas and Ford",London,market research,Entry Level,88000.0,Marketing,0.2241,0.2055,1.0,True
Dennis Graham,"google analytics, lead generation, market research, sem, content strategy",Entry Level,3,Colour technologist,Lamb and Sons,Sydney,market research,Entry Level,87000.0,Marketing,0.2241,0.2055,1.0,True
James Salazar,"sem, social media, content strategy, campaign management, crm",Mid Level,1,"Administrator, local government",Preston-Moore,Berlin,social media,Mid Level,135000.0,Marketing,0.2249,0.2062,1.0,True
James Salazar,"sem, social media, content strategy, campaign management, crm",Mid Level,2,"Engineer, energy","Johnson, York and Cole",Berlin,social media,Mid Level,106000.0,Marketing,0.2249,0.2062,1.0,True
James Salazar,"sem, social media, content strategy, campaign management, crm",Mid Level,3,Lexicographer,Davis-Koch,New York,social media,Mid Level,121000.0,Marketing,0.2249,0.2062,1.0,True
Brandon Alvarez,"crm, sem, branding, campaign management, content strategy",Entry Level,1,"Psychotherapist, dance movement",Barker Group,Sydney,"nursing, medical research, pharmaceuticals",Entry Level,112000.0,Healthcare,0.0,0.015,0.0,True
Brandon Alvarez,"crm, sem, branding, campaign management, content strategy",Entry Level,2,Academic librarian,Clark Ltd,London,pharmaceuticals,Entry Level,104000.0,Healthcare,0.0,0.015,0.0,True
Brandon Alvarez,"crm, sem, branding, campaign management, content strategy",Entry Level,3,Quantity surveyor,Dean-Delacruz,Sydney,"java, python",Entry Level,123000.0,Software,0.0,0.015,0.0,True
Kimberly Hunter,"market research, seo, campaign management, crm, social media",Entry Level,1,Arts administrator,"Carter, Rice and Douglas",Toronto,"market research, seo, social media",Entry Level,98000.0,Marketing,0.4901,0.4316,1.0,True
Kimberly Hunter,"market research, seo, campaign management, crm, social media",Entry Level,2,Actuary,Carr-Wood,London,"seo, social media, market research",Entry Level,128000.0,Marketing,0.4901,0.4316,1.0,True
Kimberly Hunter,"market research, seo, campaign management, crm, social media",Entry Level,3,Copy,Carter-Lopez,London,"social media, seo, market research",Entry Level,90000.0,Marketing,0.4901,0.4316,1.0,True
Anita Joyce,"market research, sem, seo, content strategy, social media",Entry Level,1,Arts administrator,"Carter, Rice and Douglas",Toronto,"market research, seo, social media",Entry Level,98000.0,Marketing,0.4905,0.432,1.0,True
Anita Joyce,"market research, sem, seo, content strategy, social media",Entry Level,2,Actuary,Carr-Wood,London,"seo, social media, market research",Entry Level,128000.0,Marketing,0.4905,0.432,1.0,True
